time,ax,ay,az
15.91,33,561,-677
16.035,85,248,-890
16.159,25,49,-1042
16.283,-48,-57,-1132
16.413,-94,-61,-1134
16.532,-85,-68,-1042
16.794,-44,-70,-990
17.059,-58,-24,-1070
17.187,-68,84,-1108
17.31,-68,266,-1086
17.436,-90,501,-914
17.56,-105,702,-584
17.684,-114,850,-204
17.809,-122,910,126
17.931,-132,933,292
18.056,-156,937,340
18.179,-148,920,234
18.303,-129,842,-64
18.427,-61,610,-445
18.551,20,257,-865
18.675,66,-80,-1126
18.799,-14,-248,-1217
18.923,-80,-274,-1113
19.048,-138,-246,-969
19.171,-125,-230,-938
19.297,-158,-196,-1004
19.419,-185,-116,-1078
19.542,-194,45,-1074
19.666,-197,285,-1012
19.79,-186,546,-861
19.914,-181,756,-616
20.039,-161,870,-294
20.163,-154,881,68
20.287,-165,888,302
20.413,-174,909,376
20.535,-176,956,316
20.661,-154,962,208
20.782,-149,872,-69
20.91,-106,642,-460
21.034,-84,316,-849
21.159,-44,4,-1078
21.282,-96,-161,-1121
21.406,-122,-226,-1092
21.53,-140,-238,-1005
21.655,-126,-244,-997
21.779,-136,-208,-1053
21.903,-138,-81,-1113
22.026,-132,141,-1056
22.15,-144,444,-814
22.275,-146,705,-492
22.399,-148,881,-156
22.523,-157,921,166
22.647,-190,893,398
22.911,-198,825,433
23.034,-206,881,229
23.16,-206,834,-113
23.283,-126,544,-477
23.407,-28,121,-892
23.531,-4,-185,-1132
23.658,-113,-240,-1198
23.782,-181,-221,-1064
24.047,-158,-174,-1002
24.17,-172,-94,-1085
24.295,-168,17,-1113
24.419,-128,217,-1022
24.544,-76,489,-812
24.67,-53,766,-525
24.794,-56,910,-213
24.919,-72,946,64
25.042,-116,910,274
25.167,-140,929,310
25.291,-166,949,205
25.414,-160,904,-64
25.539,-108,629,-440
25.662,-9,240,-826
25.786,48,-93,-1097
25.911,-16,-228,-1149
26.035,-94,-250,-1086
26.16,-134,-237,-990
26.422,-96,-206,-1010
26.547,-62,-173,-1102
26.671,-73,-50,-1142
26.795,-81,194,-1002
26.918,-109,524,-749
27.042,-118,785,-390
27.166,-125,921,-78
27.29,-156,953,177
27.554,-201,968,241
27.679,-198,952,122
27.803,-194,870,-125
27.926,-144,674,-445
28.052,-53,389,-816
28.177,57,102,-1036
28.299,85,-114,-1085
28.422,21,-210,-1049
28.691,-61,-265,-1021
28.815,-78,-232,-1030
28.94,-109,-133,-1044
29.062,-142,30,-1024
29.187,-148,242,-952
29.31,-197,502,-792
29.434,-241,740,-590
29.558,-230,897,-333
29.683,-181,953,-93
29.807,-166,969,105
30.07,-214,973,162
30.194,-218,934,-18
30.319,-229,809,-296
30.442,-162,520,-642
30.567,-46,170,-938
30.691,28,-108,-1124
30.815,-5,-200,-1138
30.94,-68,-212,-1065
31.203,-82,-168,-1076
31.326,-90,-50,-1120
31.45,-64,173,-1088
31.575,-70,465,-813
31.698,-117,717,-381
31.822,-157,868,26
31.946,-157,904,317
32.211,-129,917,382
32.337,-156,925,232
32.461,-172,873,-18
32.586,-212,708,-350
32.711,-117,350,-750
32.835,-92,30,-1061
32.958,-64,-168,-1189
33.083,-137,-168,-1113
33.207,-150,-146,-996
33.332,-128,-148,-990
33.455,-150,-100,-1030
33.58,-165,-25,-1098
33.702,-190,124,-1102
33.827,-153,314,-1001
33.95,-125,570,-836
34.074,-104,801,-438
34.198,-129,917,-54
34.322,-157,944,292
34.448,-173,920,412
34.571,-198,922,366
34.695,-188,848,50
34.818,-157,678,-378
34.942,-64,374,-857
35.066,-57,94,-1089
35.19,-85,-90,-1197
35.314,-130,-169,-1132
35.439,-132,-186,-1029
35.703,-113,-181,-957
35.827,-100,-156,-1056
35.95,-48,-64,-1116
36.074,-36,180,-1049
36.203,-21,486,-774
36.326,-64,769,-385
36.451,-56,890,-36
36.575,-82,913,234
36.699,-105,924,321
36.824,-149,924,317
36.946,-173,928,125
37.07,-158,806,-186
37.194,-53,558,-666
37.318,-2,252,-1010
37.442,36,20,-1178
37.566,-14,-82,-1121
37.69,-1,-118,-1048
37.954,-5,-113,-1072
38.078,-25,-22,-1094
38.203,-41,169,-1066
38.326,-125,480,-864
38.451,-178,688,-624
38.576,-236,844,-302
38.699,-202,889,16
38.823,-189,950,222
38.946,-173,956,332
39.071,-204,956,326
39.195,-206,974,246
39.319,-228,986,57
39.442,-186,806,-198
39.568,-118,517,-586
39.69,-78,137,-922
39.815,-120,-60,-1098
39.938,-205,-161,-1057
40.066,-233,-182,-1000
40.19,-222,-201,-1026
40.314,-216,-185,-1097
40.439,-233,-34,-1105
40.562,-257,193,-1018
40.687,-288,490,-796
40.811,-284,709,-409
40.934,-217,840,-34
41.058,-154,898,250
41.183,-108,936,302
41.446,-134,973,248
41.571,-218,950,88
41.695,-261,822,-194
41.818,-272,576,-577
41.942,-236,242,-900
42.066,-213,0,-1128
42.19,-240,-98,-1166
42.314,-189,-122,-1088
42.438,-162,-130,-993
42.564,-106,-130,-989
42.686,-74,-118,-1049
42.81,-38,-50,-1094
42.935,-5,140,-1058
43.059,-30,432,-848
43.182,-46,733,-536
43.306,-77,901,-188
43.43,-124,964,73
43.554,-189,940,248
43.679,-229,938,289
43.808,-229,916,161
43.934,-124,816,-194
44.054,-46,585,-580
44.179,66,272,-925
44.302,21,66,-1081
44.426,-36,-44,-1137
44.551,-78,-74,-1077
44.815,-70,-110,-984
44.939,-76,-68,-1058
45.062,-69,6,-1120
45.186,-53,225,-1042
45.31,-62,496,-825
45.434,-62,760,-509
45.558,-94,886,-220
45.682,-154,953,26
45.947,-216,988,178
46.071,-226,977,92
46.196,-280,918,-102
46.318,-293,750,-397
46.442,-212,460,-720
46.566,-106,158,-973
46.69,-93,-28,-1110
46.815,-134,-93,-1101
46.94,-168,-94,-1032
47.344,-174,-68,-1032
47.466,-189,-2,-1065
47.59,-202,158,-1048
47.717,-206,384,-969
47.844,-174,636,-760
47.968,-144,802,-453
48.09,-161,852,-26
48.215,-204,841,300
48.338,-242,860,444
48.462,-222,918,370
48.586,-229,966,249
48.71,-218,962,80
48.835,-197,886,-165
48.958,-116,694,-484
49.082,-41,429,-794
49.206,2,180,-1033
49.33,-40,45,-1118
49.454,-81,-13,-1097
49.579,-117,-22,-1025
50.123,-102,30,-1100
50.247,-70,110,-1113
50.37,-50,310,-1032
50.495,-60,576,-773
50.618,-49,814,-492
50.742,-68,924,-188
50.866,-94,940,73
50.99,-160,949,258
51.254,-162,986,306
51.378,-152,993,264
51.502,-160,989,126
51.626,-133,900,-146
51.755,-94,730,-480
51.878,9,472,-773
52.002,69,221,-924
52.126,74,34,-1056
52.252,29,-76,-1089
52.374,-9,-126,-1082
52.499,-5,-153,-1013
52.622,-20,-136,-1026
52.746,-17,-58,-1082
52.871,-41,156,-1077
52.994,-90,480,-878
53.118,-120,745,-528
53.243,-140,892,-157
53.366,-129,934,78
53.49,-146,966,194
53.614,-174,992,202
53.739,-196,916,28
53.863,-184,784,-270
53.987,-129,444,-593
54.11,13,84,-936
54.234,-4,-172,-1120
54.358,6,-220,-1177
54.484,-61,-157,-1044
54.731,-37,-81,-937
54.854,-40,-33,-944
54.979,-13,-2,-956
55.102,93,32,-1037
55.226,149,105,-1062
55.35,166,281,-1038
55.477,94,494,-920
55.603,37,701,-752
55.726,-20,838,-510
55.85,-28,914,-208
55.974,-53,948,49
56.098,-86,964,216
56.362,-132,1005,181
56.486,-129,937,-32
56.61,-93,740,-354
56.734,-64,445,-692
56.863,-68,124,-938
56.982,-136,-73,-1102
57.106,-188,-170,-1120
57.231,-208,-150,-1057
57.494,-193,-112,-1018
57.618,-186,-66,-1074
57.742,-158,106,-1092
57.866,-156,412,-912
57.99,-133,732,-630
58.114,-128,901,-232
58.238,-100,941,77
58.363,-89,926,265
58.486,-94,964,298
58.61,-97,997,249
58.734,-114,1032,189
58.858,-144,974,36
58.982,-161,849,-225
59.106,-136,589,-600
59.23,-112,278,-904
59.358,-124,20,-1096
59.482,-162,-109,-1117
59.606,-161,-128,-1056
59.73,-152,-108,-1020
59.854,-138,-46,-1026
59.979,-129,48,-1042
60.103,-113,204,-1005
60.226,-118,449,-864
60.35,-134,709,-632
60.476,-140,897,-280
60.599,-141,938,57
60.723,-145,976,314
61.128,-129,962,410
61.25,-140,984,364
61.376,-142,990,304
61.499,-138,1001,206
61.623,-128,996,58
61.746,-128,985,-114
61.87,-150,861,-325
61.994,-132,612,-592
62.118,-142,345,-866
62.242,-116,120,-1062
62.366,-138,33,-1090
62.49,-110,-36,-1044
62.754,-109,-29,-1005
62.878,-112,6,-1056
63.003,-120,133,-1045
63.127,-136,389,-925
63.254,-157,684,-629
63.378,-164,876,-274
63.502,-164,929,52
63.626,-165,930,232
63.893,-180,990,233
64.014,-180,989,89
64.138,-160,906,-149
64.262,-140,714,-462
64.386,-98,458,-750
64.51,-57,181,-1017
64.634,-65,16,-1126
64.758,-81,-70,-1124
64.882,-112,-68,-1036
65.427,-37,-16,-1052
65.55,-14,97,-1057
65.676,0,280,-980
65.798,-40,557,-784
65.923,-74,758,-417
66.047,-68,905,-121
66.171,-68,949,122
66.295,-69,982,172
66.558,-101,1022,188
66.822,-110,1002,126
66.946,-101,916,-110
67.07,-86,797,-434
67.194,-116,649,-705
67.322,-77,404,-896
67.448,-70,196,-1033
67.571,-46,29,-1128
67.694,-77,-21,-1073
67.958,-50,-60,-1009
68.222,-1,34,-1066
68.346,49,161,-1021
68.471,42,424,-901
68.594,-9,681,-698
68.718,-65,882,-440
68.842,-94,933,-129
68.966,-102,932,144
69.23,-121,966,334
69.496,-162,978,218
69.622,-177,938,-14
69.746,-174,830,-329
69.87,-150,648,-641
69.994,-116,358,-853
70.122,-88,97,-1028
70.247,-49,-81,-1085
70.371,-44,-141,-1070
70.774,-54,-117,-1045
70.903,-116,9,-1080
71.026,-176,229,-1008
71.15,-237,545,-808
71.277,-208,796,-490
71.402,-176,909,-120
71.526,-165,933,190
71.79,-165,958,350
71.914,-157,952,289
72.038,-164,936,93
72.162,-162,857,-197
72.288,-182,716,-556
72.411,-161,468,-846
72.536,-213,228,-1038
72.658,-232,61,-1120
72.782,-252,-5,-1070
72.907,-201,-22,-1001
73.03,-138,-12,-1021
73.154,-121,92,-1036
73.278,-100,274,-1009
73.402,-112,545,-800
73.526,-96,765,-524
73.651,-89,912,-213
73.783,-68,958,40
73.898,-74,984,181
74.162,-102,972,221
74.286,-154,929,64
74.412,-168,817,-241
74.534,-186,674,-605
74.659,-126,425,-912
74.782,-97,193,-1056
74.907,-62,6,-1078
75.294,-80,-69,-1036
75.42,-106,8,-1052
75.542,-140,142,-1046
75.666,-189,370,-956
75.79,-190,602,-777
75.914,-200,825,-504
76.04,-178,933,-192
76.162,-189,973,54
76.426,-192,1000,164
76.55,-186,982,20
76.674,-176,890,-213
76.798,-158,694,-541
76.922,-112,396,-826
77.046,-86,118,-1040
77.17,-85,-64,-1124
77.294,-94,-116,-1093
77.418,-82,-128,-1024
77.683,-60,-133,-1024
77.806,-98,-60,-1082
77.93,-106,93,-1086
78.055,-122,337,-985
78.178,-137,598,-769
78.302,-140,793,-436
78.426,-152,877,-46
78.55,-150,905,246
78.674,-172,937,349
78.798,-178,956,250
78.923,-180,913,20
79.049,-208,802,-284
79.176,-229,581,-614
79.298,-197,286,-906
79.422,-173,37,-1080
79.546,-148,-81,-1105
79.67,-160,-86,-1045
80.078,-145,-36,-1017
80.204,-170,40,-1044
80.328,-210,218,-1034
80.451,-228,454,-905
80.574,-209,701,-644
80.698,-169,873,-288
80.822,-129,964,13
80.946,-112,977,205
81.21,-128,989,237
81.334,-150,978,132
81.458,-161,917,-101
81.583,-178,756,-424
81.706,-177,517,-752
81.83,-190,262,-984
81.954,-197,70,-1092
82.078,-188,-30,-1085
82.203,-156,-82,-1024
82.886,-94,-101,-1044
83.01,-102,-18,-1070
83.137,-124,168,-1042
83.262,-178,445,-878
83.387,-181,705,-640
83.51,-173,878,-337
83.634,-129,944,-80
83.758,-126,972,96
84.162,-150,1017,58
84.286,-148,950,-76
84.41,-132,809,-304
84.534,-110,578,-622
84.658,-122,313,-912
84.782,-148,89,-1110
84.906,-176,-28,-1141
85.03,-180,-70,-1078
85.574,-130,-33,-1064
85.698,-140,52,-1085
85.822,-118,224,-1050
85.946,-110,486,-830
86.07,-114,725,-468
86.195,-144,881,-86
86.318,-168,950,168
86.442,-170,988,230
86.706,-192,977,109
86.83,-197,862,-149
86.954,-200,648,-478
87.078,-125,352,-837
87.206,-38,36,-1036
87.332,57,-177,-1128
87.454,52,-237,-1062
87.998,-37,-160,-1040
88.122,-69,-73,-1066
88.246,-66,88,-1074
88.37,-85,386,-914
88.494,-76,673,-625
88.618,-102,896,-252
88.742,-122,962,33
88.866,-116,980,168
88.99,-105,1001,176
89.114,-106,1014,136
89.238,-142,977,-28
89.362,-181,840,-325
89.487,-168,625,-650
89.61,-133,358,-892
89.735,-114,121,-1017
89.858,-136,-30,-1106
89.982,-154,-93,-1093
90.106,-137,-108,-1029
90.37,-113,-98,-1006
90.634,-96,-6,-1101
90.758,-81,188,-1036
90.882,-82,481,-850
91.006,-61,752,-541
91.134,-60,908,-204
91.258,-45,956,46
91.522,-76,1026,165
91.786,-69,1044,154
92.05,-77,990,78
92.174,-49,894,-196
92.298,-65,716,-518
92.422,-46,469,-844
92.546,-120,270,-1045
92.67,-118,110,-1126
92.794,-153,64,-1097
92.918,-113,58,-1054
93.043,-105,148,-1049
93.168,-90,326,-985
93.29,-85,564,-793
93.414,-58,776,-557
93.538,-45,912,-286
93.663,-53,969,-33
93.786,-70,965,182
94.19,-94,966,214
94.314,-121,896,-24
94.438,-122,729,-380
94.562,-164,510,-726
94.686,-192,313,-1001
94.811,-204,154,-1076
94.934,-177,40,-1093
95.322,-94,-85,-1004
95.446,-70,-89,-1106
95.57,-18,-42,-1152
95.693,14,129,-1101
95.823,36,434,-788
95.942,4,729,-426
96.066,-34,896,-84
96.19,-62,962,100
96.314,-65,997,149
96.438,-84,1029,105
96.562,-86,989,-20
96.686,-94,834,-272
96.81,-28,558,-649
96.934,-12,248,-942
97.058,-32,49,-1098
97.322,-132,-50,-1069
97.447,-109,-70,-1014
97.85,-81,-66,-1041
97.974,-101,-8,-1073
98.099,-104,134,-1072
98.223,-101,362,-962
98.346,-80,600,-712
98.47,-62,788,-408
98.594,-58,893,-89
98.718,-90,953,122
98.981,-144,1004,209
99.106,-142,990,90
99.234,-176,921,-169
99.357,-142,728,-481
99.482,-9,412,-817
99.606,146,104,-1021
99.73,197,-81,-1106
99.856,129,-117,-1077
100.258,13,-52,-1012
100.382,22,-29,-1073
100.506,10,112,-1104
100.629,-37,350,-993
100.754,-89,633,-738
100.877,-134,820,-330
101.002,-142,892,36
101.126,-133,937,249
101.251,-114,961,241
101.375,-56,953,102
101.498,-64,822,-137
101.622,-26,537,-525
101.746,-69,216,-868
101.87,-77,-29,-1104
101.993,-141,-130,-1110
102.122,-149,-149,-1078
102.243,-134,-153,-1013
102.366,-88,-126,-989
102.489,-41,-88,-1004
102.613,-12,-36,-1074
102.738,20,33,-1104
102.862,48,176,-1064
102.989,48,418,-834
103.114,8,702,-517
103.237,-29,884,-189
103.362,-56,969,20
103.486,-58,997,78
103.61,-88,996,9
103.735,-89,893,-226
103.858,-36,696,-520
103.982,32,464,-776
104.106,94,212,-944
104.23,72,13,-1041
104.354,54,-113,-1078
104.477,28,-136,-1033
104.742,26,-138,-980
104.866,28,-124,-1028
104.99,66,-84,-1076
105.114,78,80,-1050
105.238,36,353,-892
105.362,-21,644,-628
105.486,-56,848,-309
105.609,-68,936,-52
105.877,-142,1012,110
105.998,-160,1021,52
106.126,-160,1018,-50
106.252,-128,902,-232
106.373,-64,716,-501
106.498,-32,456,-770
106.626,17,202,-1040
106.75,40,5,-1120
106.877,84,-96,-1097
107.126,100,-57,-1016
107.25,120,-13,-1069
107.374,65,128,-1069
107.498,4,357,-958
107.621,-53,614,-745
107.746,-74,821,-437
107.87,-92,932,-152
107.996,-138,994,41
108.258,-160,1009,38
108.382,-140,942,-129
108.506,-116,770,-377
108.63,-46,521,-661
108.754,14,245,-918
108.878,33,40,-1090
109.002,6,-60,-1116
109.125,-26,-84,-1050
109.39,-10,-73,-1010
109.514,-18,-45,-1033
109.638,-56,40,-1042
109.762,-101,185,-1001
109.885,-130,385,-942
110.01,-138,608,-800
110.134,-148,804,-588
110.258,-181,942,-309
110.384,-194,976,-61
110.506,-205,985,102
110.629,-196,996,142
110.757,-202,1028,102
110.884,-206,994,-12
111.006,-180,889,-238
111.129,-81,665,-537
111.255,34,428,-848
111.378,89,173,-1050
111.501,56,25,-1110
111.626,12,-62,-1061
112.03,-10,-50,-1022
112.154,-65,18,-1034
112.278,-118,154,-1045
112.403,-162,354,-981
112.527,-156,578,-849
112.65,-153,790,-562
112.774,-145,909,-234
112.898,-173,969,30
113.302,-234,953,73
113.426,-170,798,-253
113.55,-80,542,-640
113.674,26,253,-944
113.8,5,40,-1058
113.922,-66,-72,-1100
114.045,-100,-104,-1080
114.169,-98,-108,-1008
114.293,-73,-102,-972
114.418,-72,-94,-1004
114.542,-48,-69,-1054
114.666,-18,2,-1068
114.793,-9,165,-1025
114.917,6,402,-906
115.042,-10,660,-646
115.166,-65,853,-326
115.291,-181,946,-26
115.554,-285,989,130
115.678,-313,961,-58
115.802,-250,817,-296
115.926,-190,568,-642
116.049,0,245,-904
116.174,74,10,-1128
116.298,104,-126,-1130
116.421,48,-138,-1049
116.686,18,-128,-1000
116.81,14,-105,-1061
116.934,-6,-30,-1088
117.058,-24,174,-1010
117.181,-38,442,-838
117.305,-68,726,-558
117.429,-112,893,-262
117.554,-185,964,-17
117.681,-232,981,105
118.086,-308,946,-2
118.21,-250,846,-281
118.335,-178,705,-605
118.458,-88,506,-810
118.581,-40,289,-940
118.708,45,70,-1026
118.833,74,-45,-1064
118.958,76,-105,-1042
119.501,22,-124,-997
119.626,5,-124,-1044
119.75,-42,-72,-1074
119.873,-102,58,-1050
119.997,-138,324,-926
120.122,-122,605,-713
120.245,-125,862,-386
120.369,-149,949,-64
120.494,-208,974,182
120.757,-204,977,225
120.882,-181,982,102
121.005,-185,921,-121
121.129,-149,785,-460
121.254,-78,512,-737
121.377,16,198,-956
121.501,41,-58,-1061
121.625,13,-165,-1114
121.749,-21,-182,-1060
122.014,-10,-165,-985
122.138,-8,-134,-1036
122.261,-37,-69,-1093
122.386,-60,76,-1070
122.51,-89,317,-926
122.634,-114,594,-701
122.762,-164,836,-390
122.886,-188,932,-94
123.011,-188,956,153
123.134,-198,956,257
123.257,-225,986,232
123.382,-233,978,98
123.505,-194,898,-184
123.629,-109,690,-526
123.753,-50,428,-833
123.877,16,152,-1028
124.001,2,-2,-1106
124.125,12,-90,-1096
124.671,-80,-66,-1045
124.793,-137,30,-1065
124.917,-182,188,-1041
125.042,-220,404,-905
125.167,-260,640,-674
125.289,-313,852,-416
125.413,-350,956,-77
125.538,-329,958,124
125.662,-300,948,252
125.785,-285,966,181
125.91,-264,988,94
126.034,-233,908,-116
126.157,-198,721,-402
126.282,-128,425,-762
126.406,-72,157,-1044
126.53,-62,-13,-1149
126.658,-108,-70,-1109
127.062,-150,-61,-1032
127.185,-182,-1,-1025
127.309,-212,129,-1024
127.433,-209,329,-949
127.558,-176,578,-814
127.681,-141,797,-562
127.805,-148,938,-258
127.931,-134,977,1
128.053,-129,968,194
128.317,-141,964,234
128.442,-193,913,58
128.565,-209,776,-266
128.69,-136,509,-676
128.813,-57,260,-992
128.938,-33,41,-1126
129.062,-54,-89,-1120
129.185,-78,-142,-1065
129.449,-85,-90,-1038
129.574,-106,-2,-1057
129.697,-100,120,-1028
129.821,-114,316,-962
129.945,-100,528,-853
130.07,-108,752,-682
130.193,-101,893,-353
130.317,-102,936,-16
130.442,-126,950,201
130.689,-169,989,186
130.813,-149,982,1
130.938,-138,874,-233
131.064,-77,658,-544
131.186,-76,388,-820
131.309,-92,158,-1040
131.433,-160,36,-1104
131.557,-197,-16,-1066
132.241,-210,93,-1009
132.365,-214,182,-1020
132.489,-210,333,-992
132.613,-180,516,-890
132.737,-130,701,-726
132.862,-72,849,-513
132.986,-49,945,-276
133.11,-60,986,-20
133.233,-89,993,142
133.357,-84,1001,196
133.482,-76,1036,160
133.746,-85,1050,158
134.996,-172,969,100
135.122,-173,794,-146
135.245,-146,536,-521
135.369,-144,282,-964
135.494,-220,164,-1153
135.618,-282,105,-1137
135.741,-288,100,-1009
136.285,-344,216,-1080
136.409,-318,386,-1048
136.534,-270,600,-854
136.658,-140,754,-396
136.781,-104,825,16
136.905,-96,906,260
137.029,-106,964,312
137.153,-101,1030,265
137.417,-112,1014,224
137.542,-173,929,157
137.666,-197,732,-146
137.789,-150,432,-657
137.913,-169,221,-1040
138.037,-210,104,-1148
138.161,-290,97,-1056
138.845,-176,186,-1070
138.97,-137,397,-984
139.097,-130,650,-714
139.222,-102,822,-338
139.345,-140,913,-20
139.469,-166,976,113
139.593,-208,1025,140
139.997,-236,978,68
140.121,-244,889,-122
140.245,-197,673,-420
140.369,-177,413,-844
140.493,-185,162,-1077
140.618,-230,46,-1141
140.741,-229,9,-1033
140.866,-228,13,-981
140.989,-225,50,-1041
141.113,-236,160,-1082
141.237,-201,372,-989
141.361,-185,620,-662
141.485,-156,820,-278
141.609,-165,905,57
141.734,-177,945,185
141.857,-206,990,198
141.981,-220,1014,116
142.105,-226,992,28
142.23,-234,854,-205
142.353,-196,593,-580
142.477,-132,261,-964
142.601,-106,30,-1160
142.726,-125,-73,-1130
142.851,-153,-81,-1048
143.257,-110,-56,-1022
143.381,-125,17,-1069
143.506,-128,200,-1072
143.629,-110,464,-928
143.753,-74,710,-596
143.877,-78,869,-192
144.001,-104,944,98
144.389,-122,989,36
144.513,-153,882,-192
144.637,-178,637,-538
144.762,-176,313,-826
144.886,-226,69,-1048
145.009,-245,-57,-1096
145.134,-280,-54,-1033
145.537,-253,0,-1028
145.661,-248,80,-1064
145.785,-257,304,-1005
145.911,-188,570,-816
146.033,-160,821,-441
146.157,-118,912,-93
146.281,-137,966,174
146.545,-126,1004,193
146.669,-122,992,65
146.793,-168,866,-165
146.917,-184,644,-480
147.044,-164,301,-796
147.17,-120,65,-1026
147.294,-65,-48,-1096
147.417,-46,-41,-1065
147.822,-25,9,-1030
147.945,0,50,-1088
148.07,22,206,-1030
148.193,10,473,-798
148.317,-20,756,-405
148.442,-52,922,-88
148.566,-56,998,84
148.691,-54,1026,89
148.816,-76,1021,24
148.938,-58,973,-237
149.061,-37,842,-494
149.186,-8,624,-772
149.309,12,313,-908
149.433,-14,78,-1040
149.557,-17,-64,-1081
149.681,-44,-92,-1044
150.085,28,-58,-1056
150.21,96,6,-1076
150.333,128,168,-1030
150.458,90,430,-861
150.581,0,698,-569
150.706,-84,896,-276
150.829,-122,988,-97
150.953,-132,1038,-84
151.082,-128,1048,-150
151.205,-150,997,-280
151.329,-98,816,-452
151.453,-62,565,-688
151.577,-5,258,-884
151.701,-5,20,-1068
151.825,0,-132,-1105
151.949,-2,-173,-1062
152.215,-5,-117,-1034
152.337,5,2,-1090
152.461,-4,281,-978
152.585,-32,593,-665
152.709,-86,816,-176
152.833,-124,885,193
152.957,-157,921,377
153.082,-174,966,297
153.205,-178,969,20
153.329,-168,829,-305
153.453,-134,554,-680
153.578,-66,181,-954
153.701,-113,-8,-1112
153.825,-62,-112,-1044
154.091,-26,-65,-910
154.213,-58,-32,-996
154.337,-37,-16,-1076
154.462,-22,76,-1082
154.585,-37,333,-980
154.709,-56,642,-692
154.836,-97,870,-302
154.961,-122,933,37
155.225,-172,962,72
155.349,-177,914,-201
155.473,-144,717,-556
155.597,-92,436,-865
155.721,-50,173,-1072
155.845,-32,25,-1110
155.971,-44,-25,-1045
156.373,-16,-29,-1032
156.497,-10,18,-1094
156.621,-8,197,-1066
156.745,-64,502,-836
156.869,-112,769,-362
156.993,-128,870,45
157.117,-106,908,280
157.241,-97,938,256
157.365,-148,974,116
157.49,-93,810,-190
157.613,-128,626,-556
157.738,-37,285,-893
157.864,-89,84,-1069
157.985,-33,-148,-1085
158.109,-72,-170,-1022
158.374,-62,-152,-992
158.637,-70,-14,-1056
158.761,-54,225,-962
158.889,-86,576,-753
159.013,-105,842,-448
159.137,-133,968,-124
159.261,-140,982,85
159.385,-154,1010,170
159.509,-157,1028,128
159.633,-177,998,-8
159.757,-189,885,-242
159.881,-181,626,-554
160.005,-101,285,-881
160.129,-45,-4,-1061
160.254,-29,-136,-1100
160.377,-52,-146,-1020
160.921,-38,-73,-1082
161.045,13,22,-1072
161.169,56,282,-933
161.293,38,601,-604
161.417,-24,857,-264
161.541,-61,973,-34
161.666,-81,1026,36
161.789,-82,1044,-22
161.914,-93,1000,-141
162.041,-74,838,-378
162.167,-32,592,-648
162.291,57,289,-960
162.413,85,94,-1090
162.541,66,6,-1108
162.665,13,-20,-1033
163.215,-46,8,-1053
163.337,-70,77,-1072
163.461,-105,218,-1054
163.586,-134,476,-817
163.709,-173,744,-466
163.833,-181,930,-88
163.957,-176,1008,126
164.361,-177,929,-22
164.486,-124,694,-382
164.609,-41,394,-834
164.733,22,94,-1065
164.858,-26,-58,-1138
164.981,-84,-145,-1053
165.105,-121,-141,-1004
165.509,-94,-133,-1020
165.633,-85,-114,-1036
165.757,-42,-70,-1052
165.881,61,14,-1050
166.005,85,276,-926
166.131,42,602,-624
166.254,-56,890,-232
166.378,-114,996,58
166.641,-145,1040,122
166.765,-140,1006,-40
166.893,-206,906,-264
167.017,-213,690,-589
167.141,-157,372,-864
167.265,-90,92,-1068
167.389,-40,-88,-1102
167.514,-69,-112,-1050
167.779,-57,-89,-1021
167.901,-46,-29,-1094
168.025,2,89,-1058
168.149,2,314,-925
168.273,-16,590,-649
168.398,-62,836,-324
168.521,-76,964,-45
168.785,-109,1020,68
168.909,-112,938,-109
169.033,-128,754,-416
169.157,-106,477,-749
169.281,-73,196,-1004
169.405,-53,-9,-1114
169.529,-32,-116,-1096
169.653,-41,-125,-1020
170.197,-29,-38,-1028
170.321,-36,36,-1057
170.445,-56,145,-1060
170.57,-88,325,-970
170.693,-98,549,-758
170.818,-58,781,-496
170.945,-44,932,-234
171.069,-24,994,-70
171.333,-85,993,-76
171.457,-128,889,-288
171.581,-129,653,-577
171.705,-101,410,-862
171.829,-88,198,-1020
171.953,-85,68,-1081
172.077,-81,-4,-1056
172.201,-49,-33,-1017
172.605,-37,-28,-1024
172.729,-44,16,-1040
172.853,-21,88,-1036
172.977,-12,254,-978
173.101,-22,517,-840
173.225,-68,773,-600
173.349,-92,934,-338
173.473,-69,980,-168
173.877,-80,1025,-146
174.001,-105,928,-261
174.125,-112,732,-474
174.249,-81,462,-773
174.373,-50,197,-1017
174.497,-34,22,-1116
174.621,-45,-64,-1060
175.829,-65,14,-1025
175.953,-69,156,-1024
176.077,-66,385,-926
176.201,-68,661,-734
176.325,-53,852,-468
176.45,-38,962,-254
176.576,-17,988,-122
176.977,-21,1044,-138
177.521,-29,957,-338
177.645,-26,810,-488
177.769,0,521,-713
177.893,68,189,-917
178.017,65,-46,-1038
178.141,53,-144,-1054
178.406,25,-152,-1020
178.529,16,-89,-1005
178.653,14,90,-992
178.777,-36,380,-886
178.901,-38,660,-722
179.026,-56,860,-473
179.149,-50,957,-253
179.273,-66,1017,-145
179.401,-84,1032,-144
179.525,-102,965,-258
179.649,-124,813,-448
179.774,-132,533,-729
179.897,-72,217,-949
180.021,-18,-49,-1048
180.145,33,-176,-1029
180.409,44,-188,-989
180.534,34,-149,-1028
180.659,16,-9,-1048
180.781,-36,260,-974
180.905,-69,570,-792
181.029,-77,813,-526
181.153,-57,937,-269
181.277,-38,1000,-85
181.681,-69,1004,-101
